mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_loss,param_penalty,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.06696963310241699,0.0020591425855814942,0.0019570350646972655,0.0007463463760837059,hinge,l2,"{'loss': 'hinge', 'penalty': 'l2'}",0.9155844155844156,0.8474025974025974,0.9090909090909091,0.9090909090909091,0.8831168831168831,0.8928571428571429,0.02531634894755576,3,0.935064935064935,0.859577922077922,0.9261363636363636,0.9155844155844156,0.8839285714285714,0.9040584415584416,0.028161724538091647
0.08604202270507813,0.0025701271827335568,0.0016800880432128907,0.0003420955327571763,hinge,l1,"{'loss': 'hinge', 'penalty': 'l1'}",0.9025974025974026,0.8506493506493507,0.8733766233766234,0.8668831168831169,0.8506493506493507,0.868831168831169,0.019109011648782034,4,0.911525974025974,0.8709415584415584,0.8936688311688312,0.8555194805194806,0.862012987012987,0.8787337662337661,0.02086907318379719
0.11129822731018066,0.013074118758409265,0.0015450477600097655,5.09115172922905e-05,log_loss,l2,"{'loss': 'log_loss', 'penalty': 'l2'}",0.9512987012987013,0.935064935064935,0.9448051948051948,0.9577922077922078,0.9512987012987013,0.9480519480519479,0.0076832204975319715,1,0.9561688311688312,0.9594155844155844,0.9626623376623377,0.9553571428571429,0.948051948051948,0.9563311688311689,0.004880940382588607
0.12216339111328126,0.012641861315827216,0.0014385700225830079,0.00018507907113740797,log_loss,l1,"{'loss': 'log_loss', 'penalty': 'l1'}",0.9253246753246753,0.935064935064935,0.922077922077922,0.9415584415584416,0.9253246753246753,0.92987012987013,0.007288942961247951,2,0.9383116883116883,0.9448051948051948,0.9439935064935064,0.9358766233766234,0.9366883116883117,0.939935064935065,0.0037372936471497657
