mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_criterion,param_max_depth,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.011057806015014649,0.0009411398349677612,0.001518583297729492,2.4750834305123582e-05,gini,5,"{'criterion': 'gini', 'max_depth': 5}",0.40584415584415584,0.4090909090909091,0.4090909090909091,0.40584415584415584,0.4090909090909091,0.40779220779220776,0.001590577755054026,8,0.4090909090909091,0.4090909090909091,0.4090909090909091,0.4090909090909091,0.4090909090909091,0.40909090909090906,5.551115123125783e-17
0.014234399795532227,0.00043577810046782183,0.0016823291778564453,0.0004266447386420695,gini,10,"{'criterion': 'gini', 'max_depth': 10}",0.974025974025974,0.9837662337662337,0.9837662337662337,0.9837662337662337,0.974025974025974,0.9798701298701298,0.004771733265162024,3,0.9935064935064936,0.9910714285714286,0.9918831168831169,0.9886363636363636,0.989448051948052,0.990909090909091,0.0017332919240310724
0.014591169357299805,0.0004459417559586467,0.0015259742736816405,9.825479283964769e-05,gini,20,"{'criterion': 'gini', 'max_depth': 20}",0.9707792207792207,0.9902597402597403,0.9935064935064936,0.987012987012987,0.9772727272727273,0.9837662337662337,0.008466496630133333,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.014361238479614258,0.00018498790465088107,0.0017278194427490234,0.0005124102840415881,gini,,"{'criterion': 'gini', 'max_depth': None}",0.9707792207792207,0.9902597402597403,0.9935064935064936,0.987012987012987,0.9772727272727273,0.9837662337662337,0.008466496630133333,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.021113824844360352,0.0029766988078995223,0.0016798019409179688,0.00014719960756737292,entropy,5,"{'criterion': 'entropy', 'max_depth': 5}",0.9285714285714286,0.922077922077922,0.922077922077922,0.8961038961038961,0.9090909090909091,0.9155844155844155,0.01161593754545347,7,0.9488636363636364,0.9277597402597403,0.9253246753246753,0.9082792207792207,0.9366883116883117,0.9293831168831168,0.013396546127128421
0.020443105697631837,0.0005122962895039929,0.0016005992889404296,5.3391837961644515e-05,entropy,10,"{'criterion': 'entropy', 'max_depth': 10}",0.9675324675324676,0.9902597402597403,0.9805194805194806,0.9642857142857143,0.9675324675324676,0.974025974025974,0.009847890187079935,6,0.997564935064935,0.9983766233766234,0.9991883116883117,0.9983766233766234,0.9991883116883117,0.998538961038961,0.0006074119134373336
0.021594953536987305,0.0008697649286431014,0.0019594669342041016,0.00033237286198058743,entropy,20,"{'criterion': 'entropy', 'max_depth': 20}",0.9675324675324676,0.9935064935064936,0.9805194805194806,0.961038961038961,0.9675324675324676,0.9740259740259741,0.011615937545453469,4,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.02041449546813965,0.00043695351231163334,0.001706552505493164,0.0006122445278617339,entropy,,"{'criterion': 'entropy', 'max_depth': None}",0.9675324675324676,0.9935064935064936,0.9805194805194806,0.961038961038961,0.9675324675324676,0.9740259740259741,0.011615937545453469,4,1.0,1.0,1.0,1.0,1.0,1.0,0.0
