mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_n_neighbors,param_weights,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.003966474533081054,0.0007581343521962132,0.0071522235870361325,0.00019217925341067846,3,uniform,"{'n_neighbors': 3, 'weights': 'uniform'}",0.9707792207792207,0.9675324675324676,0.974025974025974,0.9577922077922078,0.9577922077922078,0.9655844155844155,0.00668547411752404,3,0.9837662337662337,0.9829545454545454,0.9837662337662337,0.9837662337662337,0.9878246753246753,0.9844155844155843,0.0017332919240310724
0.0036574840545654298,0.0011580128823046416,0.007152557373046875,0.0003134859994467016,3,distance,"{'n_neighbors': 3, 'weights': 'distance'}",0.974025974025974,0.9707792207792207,0.9772727272727273,0.961038961038961,0.9577922077922078,0.9681818181818181,0.007516777209604058,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.003532266616821289,0.0016699197736408475,0.009681892395019532,0.0039113999052527194,5,uniform,"{'n_neighbors': 5, 'weights': 'uniform'}",0.9707792207792207,0.9707792207792207,0.9707792207792207,0.9545454545454546,0.9545454545454546,0.9642857142857142,0.00795288877527002,4,0.974025974025974,0.9756493506493507,0.9837662337662337,0.9821428571428571,0.9788961038961039,0.9788961038961039,0.0037018682633088735
0.003555440902709961,0.0005576262579405038,0.01063075065612793,0.003447416211241919,5,distance,"{'n_neighbors': 5, 'weights': 'distance'}",0.974025974025974,0.9707792207792207,0.974025974025974,0.9545454545454546,0.9577922077922078,0.9662337662337661,0.008366297874496826,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.0030672550201416016,0.0004156355677866751,0.0076390266418457035,0.00010984123773760774,7,uniform,"{'n_neighbors': 7, 'weights': 'uniform'}",0.9707792207792207,0.9545454545454546,0.961038961038961,0.961038961038961,0.9545454545454546,0.9603896103896105,0.005951397006436127,7,0.974025974025974,0.9724025974025974,0.974025974025974,0.9683441558441559,0.9756493506493507,0.9728896103896105,0.0024938784895677116
0.0027687549591064453,7.627367704103896e-05,0.007875967025756835,0.00023702502202407544,7,distance,"{'n_neighbors': 7, 'weights': 'distance'}",0.9707792207792207,0.9545454545454546,0.9642857142857143,0.961038961038961,0.961038961038961,0.9623376623376624,0.005275349613399954,6,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.0027647495269775392,3.848917773299798e-05,0.008219003677368164,0.00013638618066713292,9,uniform,"{'n_neighbors': 9, 'weights': 'uniform'}",0.9707792207792207,0.9512987012987013,0.9512987012987013,0.9642857142857143,0.9512987012987013,0.9577922077922079,0.008213708208229541,8,0.9659090909090909,0.9699675324675324,0.9642857142857143,0.9618506493506493,0.9675324675324676,0.9659090909090908,0.002764510773689343
0.002883768081665039,0.00029422373554605346,0.008543062210083007,0.0002551453286607916,9,distance,"{'n_neighbors': 9, 'weights': 'distance'}",0.974025974025974,0.9577922077922078,0.9642857142857143,0.9642857142857143,0.9545454545454546,0.9629870129870131,0.00668547411752402,5,1.0,1.0,1.0,1.0,1.0,1.0,0.0
