mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_kernel,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.5079023838043213,0.061260078454085216,0.06611695289611816,0.0015695503957649805,1,rbf,"{'C': 1, 'kernel': 'rbf'}",0.9935064935064936,0.961038961038961,0.974025974025974,0.9837662337662337,0.974025974025974,0.9772727272727273,0.010865714630312686,2,0.9788961038961039,0.9837662337662337,0.9821428571428571,0.9821428571428571,0.9788961038961039,0.9811688311688311,0.0019480519480519136
0.4616538524627686,0.08387616192004824,0.029778718948364258,0.005559691292290812,1,poly,"{'C': 1, 'kernel': 'poly'}",0.9155844155844156,0.9090909090909091,0.9090909090909091,0.9253246753246753,0.8961038961038961,0.9110389610389611,0.009543466530324087,4,0.9237012987012987,0.9228896103896104,0.913961038961039,0.922077922077922,0.9188311688311688,0.9202922077922077,0.0035714285714285635
0.33236351013183596,0.07471209181540987,0.02923860549926758,0.006340940524176005,10,rbf,"{'C': 10, 'kernel': 'rbf'}",0.987012987012987,0.9837662337662337,0.987012987012987,0.987012987012987,0.9837662337662337,0.9857142857142858,0.001590577755054026,1,0.9918831168831169,0.9951298701298701,0.9918831168831169,0.9935064935064936,0.9951298701298701,0.9935064935064934,0.001451992193181645
0.18127756118774413,0.015610887518528576,0.012050533294677734,0.0027478274222312534,10,poly,"{'C': 10, 'kernel': 'poly'}",0.974025974025974,0.9675324675324676,0.974025974025974,0.9772727272727273,0.9675324675324676,0.9720779220779221,0.0038961038961038788,3,0.9837662337662337,0.9878246753246753,0.9813311688311688,0.9821428571428571,0.9780844155844156,0.98262987012987,0.0031894290104526753
